,Unnamed: 0,Match Type,Distance Score,Mill Name Score,Mill Company Score,idx,Consumer Company,Country,District,Latitude,Longitude,Mill Name,Consumer Mill Name,Mill Company,Consumer Mill Company,Parent Company,Consumer Parent Company,Province,RSPO,UMLID
7269,7269,Mill Name,2.7457638567045333,92,92,81.0,hershey,indonesia,rokan hulu,1.1754069999999999,100.232727,kencana persada nusantara,kencana permata nusantara,kencana persada nusantara,kencana permata nusantara,unknown,non group,riau,,po1000004442
7271,7271,Distance,0.1085519278732532,43,43,356.0,hershey,indonesia,solok selatan,-1.393349,101.593242,bina pratama sakoto jaya,kencana sawit indonesia,bina pratama sakoto jaya,kencana sawit indonesia,incasi raya (gunas),wilmar,sumatera barat,,po1000004864
7273,7273,Distance,0.1289324620799681,100,100,1064.0,hershey,indonesia,ketapang,-2.4458330000000004,110.265833,kendawangan,kendawangan,gunajaya karya gemilang,gunajaya karya gemilang,bumitama gunajaya agro (bga),bumitama agri,kalimantan barat,"rspo certified, mb",po1000003491
7275,7275,Distance,0.11497724037825705,40,33,1.0,hershey,indonesia,seruyan,-2.894444,112.54361100000001,sarana titian permata pks 1,kerry sawit indonesia 2,sarana titian permata,kerry sawit indonesia,wilmar,wilmar,kalimantan tengah,,po1000000600
7276,7276,Distance,3.884443417426649e-07,100,100,1070.0,hershey,indonesia,kutai barat,-0.875633,115.891653,ketapang agro lestari,ketapang agro lestari,ketapang agro lestari,ketapang agro lestari,first resources,first resources,kalimantan timur,,po1000008567
7277,7277,Distance,0.19306661073318634,35,34,100.0,hershey,indonesia,indragiri hulu,-0.5692,102.305851,indra sakti,kharisma agro sejahtera,meganusa intisawit,kharisma agro sejahtera,sinar mas,kharisma agro sejahtera,riau,"rspo certified, ip",po1000001065
7278,7278,Distance,0.14092912193723084,30,50,194.0,hershey,indonesia,kampar,0.7827,101.04956700000001,naga sakti,kharisma wirajaya palma,buana wiralestari mas,kharisma wirajaya palma,sinar mas,,riau,"rspo certified, ip",po1000001061
7287,7287,Distance,0.12625117425965615,34,26,108.0,hershey,indonesia,labuhanbatu selatan,1.850583,100.1457,aek batu,kuala mas sawit abadi,perkebunan milano,kuala mas sawit abadi,wilmar,kuala mas,sumatera utara,,po1000004493
7288,7288,Distance,0.10326154413596887,14,60,105.0,hershey,indonesia,paser,-1.7527220000000001,116.12088899999999,harapan sawit sejahtera,kuaro,harapan sawit sejahtera,cahaya bintang sawit sejati,unknown,superventure,kalimantan timur,,po1000006210
7290,7290,Distance,0.0,25,100,1855.0,hershey,indonesia,banggai,-1.359017,122.307176,toili,kurnia luwuk sejati,kurnia luwuk sejati,kurnia luwuk sejati,unknown,kurnia tunggal luwuk sejati,sulawesi tengah,,po1000004106
7292,7292,Mill Name,1.2856663339722585,100,100,678.0,hershey,indonesia,kutai barat,-0.642833,115.7388,kutai agro lestari,kutai agro lestari,kutai agro lestari,kutai agro lestari,ct agro,kaltim ct agro,kalimantan timur,,po1000007561
7316,7316,Distance,0.1176281128174894,26,39,66.0,hershey,indonesia,ketapang,-1.5212219999999999,110.45891499999999,pekawai,ladang sawit mas,agro lestari mandiri,ladang sawit mas,sinar mas,bumitama agri,kalimantan barat,,po1000001637
7318,7318,Distance,0.10091207711541046,30,30,567.0,hershey,indonesia,aceh singkil,2.46227654433,98.02821195919992,singkil sejahtera makmur,lae butar,singkil sejahtera makmur,socfin indonesia,unknown,socfin indonesia,aceh,,po1000010059
7321,7321,Distance,1.41421356068666e-06,100,100,225.0,hershey,indonesia,lampung tengah,-4.70179,105.3728,lambang bumi perkasa,lambang bumi perkasa,lambang bumi perkasa,lambang bumi perkasa,sahabat agro,non group,lampung,,po1000008392
7323,7323,Distance,0.13908306334340362,40,42,110.0,hershey,indonesia,labuhanbatu selatan,1.75455,99.9835,sumber tani agung,langga payung,sumber tani agung,tapian nadenggan,sumber tani agung (sta),smartgolden agri resources gar,sumatera utara,,po1000004483
7324,7324,Distance,0.07904405787867186,28,50,137.0,hershey,indonesia,rokan hulu,0.68325,100.52923299999999,sukadamai,langgak inti lestari,rohul sawit industri,langgak inti lestari,bumitama gunajaya agro (bga),non group,riau,"rspo certified, mb",po1000004410
7327,7327,Distance,0.12174343041823242,34,34,114.0,hershey,indonesia,langkat,3.588333,98.30555600000001,amal tani,langkat sawithijau pratama,amal tani,langkat sawithijau pratama,unknown,non group,sumatera utara,,po1000004295
7332,7332,Distance,0.15990724427929845,14,38,773.0,hershey,indonesia,ketapang,-2.1404,110.5158,kenanga,lembiru,kencana graha permai,sandika natapalma,sinar mas,sime darbyminamas,kalimantan barat,"rspo certified, mb",po1000001638
7334,7334,Distance,0.07096502407426272,38,38,75.0,hershey,indonesia,donggala,-1.370466,119.48657800000001,lestari tani teladan,letawa,lestari tani teladan,letawa,astra agro lestari,astra agro lestari,sulawesi tengah,,po1000008218
7344,7344,Distance,0.12293937105291823,47,47,69.0,hershey,indonesia,ogan ilir,-3.181898,104.5871203,agro indralaya mandiri,mahkota andalan sawit,agro indralaya mandiri,mahkota andalan sawit,unknown,mahkota,sumatera selatan,,po1000010076
7347,7347,Mill Name,2.463965559613405,100,49,41.0,hershey,indonesia,kotawaringin timur,-1.5677780000000001,112.72111100000001,bukit makmur,makmur,karya makmur bahagia,tintin boyok sawit makmur,bumitama gunajaya agro (bga),barito pacific,kalimantan tengah,"rspo certified, mb",po1000005302
7352,7352,Distance,0.1460264784893472,24,100,1256.0,hershey,indonesia,indragiri hilir,0.2565,103.588833,teluk bakau,mandah,bhumireksa nusa sejati,bhumireksa nusa sejati,sime darby,sime darbyminamas,riau,"rspo certified, ip",po1000000318
7357,7357,Distance,0.00209598497057226,18,100,325.0,hershey,indonesia,kapuas,-2.673925,114.379199999999,graha inti jaya,manusup,graha inti jaya,graha inti jaya,tianjin julong,julong,kalimantan tengah,,po1000004232
7358,7358,Distance,0.18940073180958508,32,39,105.0,hershey,indonesia,penajam paser utara,-1.0989,116.61369999999901,alam permai makmur raya,mariango,alam permai makmur raya,kebun mandiri sejahtera,unknown,salim ivomas pratama,kalimantan timur,,po1000010056
7359,7359,Distance,0.19992390291191173,32,43,1202.0,hershey,indonesia,kampar,0.39647222,100.613167,koto kampar,masuba citra mandiri,padasa enam utama,masuba citra mandiri,padasa enam utama,bumitama agri,riau,,po1000004168
7362,7362,Distance,0.0,30,71,103.0,hershey,indonesia,bangka barat,-2.073717,105.324017,gunungsawit binalestari,mayang gbl,gunungsawit binalestari,gunung sawit bina lestari,oriental holdings berhad,oriental holdings berhad,bangka belitung,,po1000004514
7380,7380,Distance,0.0002784313200770328,100,100,7.0,hershey,indonesia,manokwari,-0.8104,133.595074,medco papua hijau selaras,medco papua hijau selaras,medco papua hijau selaras,medco papua hijau selaras,medco agro,,papua barat,,po1000007449
7383,7383,Distance,0.1871339195683134,28,28,96.0,hershey,indonesia,bungo,-1.4972299999999998,102.240672,bina mitra makmur,megasawindo perkasa,bina mitra makmur,megasawindo perkasa,superventure,incasi raya,jambi,,po1000007481
7384,7384,Distance,0.16961290683199934,39,39,140.0,hershey,indonesia,tulang bawang barat,-4.188889,105.220556,surya utama nabati,menggala sawitindo,surya utama nabati,menggala sawitindo,unknown,sutomo,lampung,,po1000004063
7387,7387,Distance,0.09510059139669244,16,35,25.0,hershey,indonesia,berau,1.44075,117.2127,yudha wahana abadi,merapun,yudha wahana abadi,gunta samba jaya,triputra agro persada,gunta,kalimantan timur,,po1000006266
7389,7389,Distance,0.0012217628838372295,100,100,1292.0,hershey,indonesia,bengkalis,1.54875,102.08845,meskom agro sarimas,meskom agro sarimas,meskom agro sarimas,meskom agro sarimas,sarimas,tri bakti sarimas,riau,,po1000004470
7391,7391,Distance,0.18540259299659329,39,33,188.0,hershey,indonesia,sambas,1.353558,109.507953999999,agronusa investama 1 - sambas,mitra abadimas sejahtera,agronusa investama,mitra abadimas sejahtera,wilmar,mitra abadimas sejahtera,kalimantan barat,"rspo certified, mb",po1000002130
7400,7400,Distance,0.058582074016810176,29,47,139.0,hershey,indonesia,pelalawan,0.14138900000000001,101.6466667,segati,mitrasari prima,mitra unggul pusaka,mitrasari prima,royal golden eagle,non group,riau,,po1000004157
7404,7404,Distance,0.1895615424552205,59,59,45.0,hershey,indonesia,muaro jambi,-1.348467,103.543133,batanghari sawit sejahtera,muara jambi sawit lestari,batanghari sawit sejahtera,muara jambi sawit lestari,bbip palm,non group,jambi,,po1000004455
7405,7405,Distance,0.0011166638916270892,100,98,17.0,hershey,indonesia,musi rawas,-2.9002779999999997,103.1775,muara kandis,muara kandis,djuanda sawit lestari,djuandasawit lestari,sinar mas,smartgolden agri resources gar,sumatera selatan,"rspo certified, mb",po1000001631
7407,7407,Mill Company,5.109793529158446,42,100,79.0,hershey,indonesia,sukamara,-2.189397,111.342031,sukses karya mandiri,muaratoyu subur lestari,triputra agro persada,triputra agro persada,unknown,,kalimantan tengah,,po1000011196
7408,7408,Distance,0.15311616576548012,21,38,328.0,hershey,indonesia,penajam paser utara,-1.492394,116.44439299999999,babulu,muaratoyu subur lestari,sumber bunga sawit lestari,triputra agro persada,superventure,,kalimantan timur,,po1000008208
7410,7410,Distance,0.007327227169946806,100,100,17.0,hershey,indonesia,musi banyuasin,-2.441389,104.419444,mukut,mukut,hindoli,hindoli,cargill,cargill,sumatera selatan,"rspo certified, ip",po1000003254
7411,7411,Mill Name,,100,22,148.0,hershey,indonesia,langkat,3.8665,98.3549,mulia tani jaya,mulia tani jaya,mulia tani jaya,,unknown,,sumatera utara,,po1000009020
7415,7415,Distance,0.0,100,29,105.0,hershey,indonesia,paser,-2.380249,116.529703,multi jayantara abadi,multi jayantara abadi,multi jayantara abadi,teladan prima,teladan prima,,kalimantan timur,,po1000008396
7416,7416,Distance,2.000000000002e-06,100,100,230.0,hershey,indonesia,landak,0.35656,109.97425,multi perkasa sejahtera,multi perkasa sejahtera,multi perkasa sejahtera,multi perkasa sejahtera,unknown,non group,kalimantan barat,,po1000007660
7419,7419,Distance,0.0002677106647098642,81,81,102.0,hershey,indonesia,indragiri hilir,-0.9596290000000001,102.748735,multi guna lestari abadi,multiguna lestari abadi,multi guna lestari abadi,multiguna lestari abadi,unknown,multiguna lestari abadi,riau,,po1000008226
7424,7424,Distance,0.0031675987086271853,100,100,234.0,hershey,indonesia,rokan hilir,1.75,100.93333299999999,mustika agung sarana sejahtera,mustika agung sarana sejahtera,mustika agung sarana sejahtera,mustika agung sarana sejahtera,unknown,non group,riau,,po1000007661
7426,7426,Distance,0.17664661466611173,29,29,14.0,hershey,indonesia,kotawaringin timur,-2.478167,112.64761100000001,maju aneka sawit,mustika sembuluh 1,maju aneka sawit,mustika sembuluh 1,musim mas,wilmar,kalimantan tengah,"rspo certified, ip",po1000000170
7429,7429,Distance,1.4210854715202004e-14,100,100,534.0,hershey,indonesia,bangka tengah,-2.492167,106.36431699999999,mutiara alam lestari,mutiara alam lestari,mutiara alam lestari,mutiara alam lestari,unknown,non group,bangka belitung,,po1000004207
7430,7430,Distance,0.14375106152650188,22,43,123.0,hershey,indonesia,tebo,-1.595308,102.720025,rengas,mutiara sawit semesta,persada harapan kahuripan,mutiara sawit semesta,makin,mutiara sawit semesta,jambi,,po1000008397
7437,7437,Distance,0.05163295115524254,62,62,101.0,hershey,indonesia,tapanuli tengah,2.114933,98.265567,sinar gunung sawit raya,nauli sawit,sinar gunung sawit raya,nauli sawit,mujur timber,era cipta,sumatera utara,,po1000004523
7438,7438,Distance,0.1957199306012662,92,36,49.0,hershey,indonesia,labuhanbatu,2.3596939999999997,100.041889,negeri lama i,negeri lama csr,inti indosawit subur,cisadane sawit raya,royal golden eagle,cisadane raya,sumatera utara,"rspo certified, mb",po1000002147
7467,7467,Distance,0.0,80,74,924.0,hershey,indonesia,kutai kartanegara,-0.592333,116.8225,niaga mas gemilang,niagamas gemilang,niaga mas gemilang,niagamas gemilang pt,unknown,jc chemcals,kalimantan timur,,po1000008233
7471,7471,Distance,0.1572669504918225,7,28,247.0,hershey,indonesia,pelalawan,0.24861100000000005,101.976667,sumber sawit sejahtera,nilo 2,sumber sawit sejahtera,adei plantation and industry,unknown,kuala lumpur kepong berhad,riau,,po1000008589
7472,7472,Distance,1.4210854715202004e-14,100,100,632.0,hershey,indonesia,nunukan,3.831924,116.75797299999999,nunukan sawit mas,nunukan sawit mas,nunukan sawit mas,nunukan sawit mas,unknown,kuala mas,kalimantan timur,,po1000004544
7535,7535,Mill Name,0.20887781773083985,100,69,7192.0,hershey,indonesia,kutai barat,-0.598324,116.1398,pahu makmur,pahu makmur,perusahaan perkebunan london sumatra indonesia,pp london sumatera indonesia tbk,lonsum,indofood agri resources,kalimantan timur,,po1000007516
7538,7538,Distance,0.13107763086049595,43,43,491.0,hershey,indonesia,deli serdang,3.4522199999999996,98.698611,kencana permata nusantara,palm trimitra indotama,kencana permata nusantara,palm trimitra indotama,unknown,trimitra,sumatera utara,,po1000007566
7543,7543,Distance,0.14252244298356004,38,44,294.0,hershey,indonesia,padang lawas utara,1.479483,99.957167,austindo nusantara jaya agri binanga,paluta inti sawit,austindo nusantara jaya agri,paluta inti sawit,anj agro,non group,sumatera utara,"rspo certified, mb",po1000000530
7544,7544,Distance,0.19716005829733155,43,45,33.0,hershey,indonesia,rokan hulu,1.167333,100.704778,perdana inti sawit perkasa 2,panca surya agrindo,perdana intisawit perkasa,panca surya agrindo,first resources,first resources,riau,,po1000007630
7546,7546,Distance,0.1658763312983498,18,21,139.0,hershey,indonesia,pelalawan,-0.2232,102.095,ukui i,pangkalan lesung,inti indosawit subur,musim mas,royal golden eagle,musim mas,riau,"rspo certified, mb",po1000000148
7548,7548,Distance,0.17552019180140285,43,34,69.0,hershey,indonesia,muara enim,-3.07425,104.5885,indralaya agro lestari,pangkalan panji,indralaya agro lestari,sawit mas sejahtera,unknown,smartgolden agri resources gar,sumatera selatan,,po1000008143
7550,7550,Distance,0.1199969084434932,37,37,0.0,hershey,indonesia,sanggau,0.303,110.195959,agro palindo sakti 2,parindu,agro palindo sakti,perkebunan nusantara xiii,wilmar,perkebunan nusantara,kalimantan barat,,po1000007432
7553,7553,Distance,0.0021537160908492443,14,100,105.0,hershey,indonesia,paser,-2.150817,116.083859,multi makmur mitra alam,paser,multi makmur mitra alam,multi makmur mitra alam,padasa enam utama,padasa enam utama,kalimantan timur,,po1000004092
7560,7560,Distance,1.4210854715202004e-14,100,100,1378.0,hershey,indonesia,bengkayang,0.740717,108.94186699999999,patiware,patiware,patiware,patiware,gama plantations,ganda sawit,kalimantan barat,,po1000004869
7600,7600,Mill Company,0.280777643210271,27,100,72.0,hershey,indonesia,merangin,-2.100833,102.374444,langling,pelakar,kresna duta agroindo,kresna duta agroindo,sinar mas,smartgolden agri resources gar,jambi,"rspo certified, mb",po1000001345
7601,7601,Distance,0.16627951476571634,29,34,72.0,hershey,indonesia,sarolangun,-2.2237560000000003,102.480456,lambang sawit perkasa,pelakar,lambang sawit perkasa,kresna duta agroindo,lambang jaya,smartgolden agri resources gar,jambi,,po1000004090
7602,7602,Distance,0.00637813279887545,100,100,232.0,hershey,indonesia,dumai,1.6525,101.6381,murini sam-sam pelintung,pelintung,murini samsam,murini samsam 2,wilmar,wilmar,riau,,po1000004474
7603,7603,Distance,0.0,100,100,354.0,hershey,indonesia,ketapang,-2.546278,110.384971,pembangunan raya,pembangunan raya,agro sejahtera manunggal,agro sejahtera manunggal,bumitama gunajaya agro (bga),bumitama agri,kalimantan barat,"rspo certified, mb",po1000004866
7604,7604,Distance,0.0,31,22,755.0,hershey,indonesia,pontianak,0.2998,109.1754,enggang,peniti sungai purun,peniti sungai purun,hpi agro,hpi-agro (djarum),djarum,kalimantan barat,,po1000004162
7611,7611,Distance,0.14985556051061702,28,28,250.0,hershey,indonesia,sintang,0.46371999999999997,111.34468999999999,cahaya unggul prima,perdana sawit plantation,cahaya unggul prima,perdana sawit plantation,unknown,non group,kalimantan barat,,po1000010062
7613,7613,Distance,3.424675180891213e-07,96,96,409.0,hershey,indonesia,kutai kartanegara,-0.728455,117.18548100000001,perkebunan kaltim utama i,perkebunan kaltim utama 1,perkebunan kaltim utama i,perkebunan kaltim utama 1,toba bara,toba bara,kalimantan timur,,po1000007622
7621,7621,Mill Name,10.57147697341483,100,76,38.0,hershey,indonesia,indragiri hulu,-0.41125,102.3595,persada agro sawita,persada,persada agro sawita,nusantara sawit persada,unknown,non group,riau,,po1000006176
7622,7622,Distance,0.13675098894706014,43,43,38.0,hershey,indonesia,indragiri hulu,-0.305183,102.27318299999999,tunggal perkasa plantations,persada agro sawita,tunggal perkasa plantations,persada agro sawita,astra agro lestari,non group,riau,,po1000004372
7624,7624,Distance,0.18298919225462254,31,64,142.0,hershey,indonesia,siak,0.591389,101.658889,teluk siak,persada nusa nabati indonesia,aneka inti persada,persada nusa nabati indonesia,sime darby,srm,riau,"rspo certified, ip",po1000000317
7626,7626,Distance,0.14848457730962158,41,39,126.0,hershey,indonesia,musi banyuasin,-2.821718,103.444369,wana potensi guna,pinago utama,wahana potensi guna,pinago utama,unknown,pinago utama,sumatera selatan,,po1000004317
7629,7629,Distance,3.330000000190125e-07,100,100,324.0,hershey,indonesia,bulungan,3.324733,117.17365,pipit mutiara indah,pipit mutiara indah,pipit mutiara indah,pipit mutiara indah,ql resources,ql resources,kalimantan timur,,po1000004325
7631,7631,Distance,0.002415693106144776,100,100,316.0,hershey,indonesia,lampung utara,-4.572833,104.755306,pks 3 hanakau,pks 3 hanakau,agro bumi mas,agro bumi mas,sungai budi,,lampung,,po1000007651
7634,7634,Distance,0.16837932678925227,25,39,402.0,hershey,indonesia,padang lawas utara,1.55403,99.83569399999999,paluta inti sawit,portibi,paluta inti sawit,sinarlika portibi jaya plantations,unknown,sumber tani agung,sumatera utara,,po1000007540
7635,7635,Distance,0.0026563065359813515,100,100,66.0,hershey,indonesia,ketapang,-1.099617,110.46815,prakarsa tani sejati,prakarsa tani sejati,prakarsa tani sejati,prakarsa tani sejati,global palm resources holdings,bumi raya utama,kalimantan barat,,po1000004437
7636,7636,Mill Name,156.2233426960403,100,100,67.0,hershey,indonesia,belitung,-2.8488700000000002,107.61771499999999,pratama unggul sejahtera,pratama unggul sejahtera,pratama unggul sejahtera,pratama unggul sejahtera,bw (budiono widodo),bw group,bangka belitung,,po1000010077
